id,session_id,created_at,filename,file_size_bytes,vmaf_score,status
80d062ce-29e5-4ff3-bf78-c9373ed53169,af6d06b5-68e2-41a5-b5b8-4ea2c9936789,2026-04-10 13:47:23.731900+05:30,distorted_video.mp4,13081335,52.8536,completed
5860d586-128f-4620-ab6f-6029b4048e4f,451a8764-3c88-476f-8341-0a1b3bd725bc,2026-04-10 09:05:33.912158+05:30,distorted_video.mp4,13048557,57.9542,completed
5e082c9c-8e52-4360-a2bd-bac26da03cd2,ef817d7a-6dc0-4ea8-8013-06061398f0c4,2026-04-10 08:38:45.232306+05:30,distorted_video.mp4,24355988,78.1080,completed
a550a274-4950-4588-a783-a62407f09515,7524cbb6-20c1-4243-9b6f-50c2606ba855,2026-04-09 22:49:19.728975+05:30,distorted_video.mp4,10383162,78.0781,completed
43f73ff4-552a-4f27-b0cc-8f737a40a790,5b4238d2-4245-4b0d-929a-81d3e7ab34e0,2026-04-09 21:10:56.278977+05:30,distorted_video.mp4,13062125,55.1321,completed
6128328b-c929-49a8-8b03-36a30693dcf7,8f189016-ba13-438a-9ea7-129c565b338e,2026-04-09 19:16:36.085243+05:30,distorted_video.mp4,12923541,49.7622,completed
e3e76bf5-8c3f-47ee-9975-48fe8fd93d00,cbda3848-8e8d-4e20-8dc0-41191e1de7fd,2026-04-09 19:09:35.544598+05:30,distorted_video.mp4,13005295,54.6650,completed
6a2b5c92-ccfa-4cea-ada2-52896cc089e0,0cb95eb4-015c-4c34-914c-d52ac9c55692,2026-04-08 13:45:15.378367+05:30,distorted_video.mp4,13051825,52.1655,completed
f1dfce91-5856-42ec-8c75-5832ba87631f,,2026-04-08 12:14:25.554856+05:30,distorted_video.mp4,13022225,52.0586,completed
6e1aaa95-6822-423c-9dfb-d44acad26032,7df1d022-a430-47d0-8050-7ecd7a0843b2,2026-04-08 01:35:25.583311+05:30,distorted_video.mp4,10459482,77.6159,completed
80d6be53-f5f7-4c89-aba4-498ef9c2674b,5bc836af-5079-440c-b0aa-00f35e540cd7,2026-04-08 01:02:20.240528+05:30,distorted_video.mp4,10139996,81.2013,completed
1b77ce36-9548-448e-b152-32867af00fee,3e69b008-e853-47ae-97af-6c37d6f57e79,2026-04-07 13:14:12.056740+05:30,distorted_video.mp4,13043171,50.0426,completed
ddff2f3e-1abc-4536-b257-258b252e4f66,89054a73-b8d0-47a7-ac47-3dfb053a9d4d,2026-04-07 12:59:35.629687+05:30,distorted_video.mp4,13122987,51.9195,completed
edc7785e-0a03-4ed6-bd8a-24cb440e747b,947ea741-7c8b-4695-9c52-8bbef4c447d5,2026-04-06 23:04:43.567874+05:30,distorted_video.mp4,13108289,58.1401,completed
8f77ec17-5f51-4a57-a468-014446599546,ee86070b-5c2d-4fed-accf-e544393cdb07,2026-04-06 20:17:28.078652+05:30,distorted_video.mp4,13930809,64.3187,completed
ca950508-10d6-474a-a3ba-dfd959629825,7b314963-c005-4373-b4e4-c8af3c5212a7,2026-04-06 19:02:37.322264+05:30,distorted_video.mp4,3232,,failed
95d78fe9-0aab-45e2-96d8-e724871bd5fe,b9358154-dbc4-4d4e-a3bc-7d5d4863c20a,2026-04-06 18:37:16.326994+05:30,distorted_video.mp4,10277111,82.3205,completed
838ba599-9969-4827-9397-ef01dc4d2031,c7f1cdd9-96f5-45ce-b330-c6cb75203089,2026-04-06 17:37:58.312527+05:30,distorted_video.mp4,13249082,71.3508,completed
03f52e5d-2033-4a46-afc9-deb9eb5f9225,,2026-04-06 16:19:33.207860+05:30,distorted_video.mp4,13823922,63.1923,completed
f92c32d7-6367-4e4d-b454-17e46e4540e1,559377b4-6638-44e0-843d-1e0aaa408e0b,2026-04-06 16:12:42.229855+05:30,distorted_video.mp4,13121953,50.0781,completed
a36af68b-9335-4304-9ece-04107920d853,9cbf2dea-51c1-45b0-899c-795c39b227be,2026-04-06 16:08:36.339922+05:30,distorted_video.mp4,13852306,60.4050,completed
77419e83-7159-406e-9a00-824578d72387,e48c5727-a899-45e0-8cab-ccdb51821589,2026-04-06 15:43:09.207498+05:30,distorted_video.mp4,10210908,82.3045,completed
6f6d8b0f-2f43-4847-b8ee-5d3cf4ca6bde,f6b6b5b8-8a94-4261-b664-2aa8460da679,2026-04-06 15:14:48.448574+05:30,distorted_video.mp4,14108567,65.2425,pending
1555429e-dae7-4abf-aa30-c9cfbf9c27c0,24c8cbef-a326-442d-9611-490245fdaaa2,2026-04-06 13:17:50.168930+05:30,distorted_video.mp4,331901,77.6988,pending
fc64e41e-4b24-413d-a897-faf4d18bcc9b,adaa186d-a307-498a-9d62-2d3c5ad1cd4e,2026-04-06 13:15:45.068442+05:30,distorted_video.mp4,12881716,53.6639,pending
c5a095f1-1290-469b-8cf9-fa8f001f45ad,7386c532-eb6f-4923-b0ed-a6417c66e461,2026-04-06 13:01:22.620944+05:30,distorted_video.mp4,13146955,63.8572,pending
e179426d-63d1-4e0c-8f07-bf9931864754,8b881ab0-e2d5-4887-a5b0-edf109642ac2,2026-04-06 11:46:52.597604+05:30,distorted_video.mp4,10234385,62.3025,pending
7e144c34-bae3-4a70-90f9-ac5a29ecf7d0,98c4183d-f367-4578-92bc-8812a1559ac9,2026-04-05 13:01:44.448793+05:30,distorted_video.mp4,12909068,48.7754,pending
e766dac2-495b-4fc6-b154-418958d69ac8,f68fee3f-6ff0-4c39-8ad6-4216ce23db36,2026-04-05 12:57:48.588244+05:30,distorted_video.mp4,13140087,48.5341,pending
86ef599d-7f9e-430b-9764-d65021f6247b,d94ed196-a1cd-499d-b26b-6eb51896b902,2026-04-05 11:21:59.757940+05:30,distorted_video.mp4,10447139,83.3450,pending
29cf7de0-3dc5-4d1e-8d42-6da7f442e381,bf08dbfc-3e69-49de-9d8a-f2595fb10620,2026-04-05 01:37:01.604514+05:30,distorted_video.mp4,10548397,80.5583,pending
e15ca87c-3f52-45ef-8c99-af079ca324bc,7f45cee4-675d-4ec0-a86d-988194047c77,2026-04-05 01:33:44.623289+05:30,distorted_video.mp4,10285113,84.1903,pending
